Retail Transaction Statistics
Item 12231: 12
Item 12232: 1
Item 12233: 2
Item 12234: 9
Item 12235: 8
Item 12236: 1
Item 12237: 6
Item 12238: 3
Item 12239: 4
Item 12240: 4
Item 12241: 7
Item 12242: 1
Item 12243: 33
Item 12244: 1
Item 12245: 18
Item 12246: 3
Item 12247: 4
Item 12248: 1
Item 12249: 9
Item 12250: 2
Item 12251: 1
Item 12252: 7
Item 12253: 1
Item 12254: 5
Item 12255: 52
Item 12256: 3
Item 12257: 3
Item 12258: 1
Item 12259: 1
Item 12260: 1
Item 12261: 3
Item 12262: 6
Item 12263: 3
Item 12264: 7
Item 12265: 1
Item 12266: 4
Item 12267: 3
Item 12268: 6
Item 12269: 2
Item 12270: 12
Item 12271: 2
Item 12272: 3
Item 12273: 1
Item 12274: 3
Item 12275: 5
Item 12276: 1
Item 12277: 1
Item 12278: 60
Item 12279: 20
Item 12280: 5
Item 12281: 27
Item 12282: 4
Item 12283: 12
Item 12284: 18
Item 12285: 15
Item 12286: 19
Item 12287: 3
Item 12288: 1
Item 12289: 3
Item 12290: 4
Item 12291: 2
Item 12292: 1
Item 12293: 6
Item 12294: 1
Item 12295: 3
Item 12296: 1
Item 12297: 9
Item 12298: 2
Item 12299: 5
Item 12300: 1
Item 12301: 2
Item 12302: 2
Item 12303: 12
Item 12304: 5
Item 12305: 8
Item 12306: 1
Item 12307: 2
Item 12308: 11
Item 12309: 119
Item 12310: 2
Item 12311: 1
Item 12312: 11
Item 12313: 3
Item 12314: 1
Item 12315: 1
Item 12316: 3
Item 12317: 1
Item 12318: 24
Item 12319: 2
Item 12320: 1
Item 12321: 1
Item 12322: 1
Item 12323: 14
Item 12324: 9
Item 12325: 2
Item 12326: 2
Item 12327: 2
Item 12328: 2
Item 12329: 3
Item 12330: 7
Item 12331: 5
Item 12332: 2
Item 12333: 4
Item 12334: 1
Item 12335: 1
Item 12336: 2
Item 12337: 1
Item 12338: 2
Item 12339: 1
Item 12340: 1
Item 12341: 2
Item 12342: 7
Item 12343: 6
Item 12344: 1
Item 12345: 1
Item 12346: 1
Item 12347: 1
Item 12348: 11
Item 12349: 1
Item 12350: 1
Item 12351: 2
Item 12352: 2
Item 12353: 6
Item 12354: 1
Item 12355: 1
Item 12356: 6
Item 12357: 1
Item 12358: 1
Item 12359: 3
Item 12360: 1
Item 12361: 2
Item 12362: 32
Item 12363: 8
Item 12364: 1
Item 12365: 1
Item 12366: 39
Item 12367: 3
Item 12368: 7
Item 12369: 1
Item 12370: 6
Item 12371: 4
Item 12372: 4
Item 12373: 1
Item 12374: 1
Item 12375: 6
Item 12376: 7
Item 12377: 3
Item 12378: 4
Item 12379: 3
Item 12380: 3
Item 12381: 4
Item 12382: 4
Item 12383: 2
Item 12384: 20
Item 12385: 2
Item 12386: 4
Item 12387: 2
Item 12388: 2
Item 12389: 4
Item 12390: 1
Item 12391: 2
Item 12392: 10
Item 12393: 2
Item 12394: 1
Item 12395: 3
Item 12396: 10
Item 12397: 3
Item 12398: 4
Item 12399: 3
Item 12400: 1
Item 12401: 6
Item 12402: 3
Item 12403: 1
Item 12404: 1
Item 12405: 2
Item 12406: 4
Item 12407: 6
Item 12408: 5
Item 12409: 1
Item 12410: 1
Item 12411: 2
Item 12412: 4
Item 12413: 1
Item 12414: 6
Item 12415: 1
Item 12416: 36
Item 12417: 1
Item 12418: 1
Item 12419: 2
Item 12420: 3
Item 12421: 1
Item 12422: 3
Item 12423: 3
Item 12424: 6
Item 12425: 5
Item 12426: 1
Item 12427: 4
Item 12428: 6
Item 12429: 3
Item 12430: 18
Item 12431: 2
Item 12432: 3
Item 12433: 1
Item 12434: 4
Item 12435: 2
Item 12436: 1
Item 12437: 4
Item 12438: 27
Item 12439: 1
Item 12440: 9
Item 12441: 2
Item 12442: 4
Item 12443: 1
Item 12444: 8
Item 12445: 3
Item 12446: 3
Item 12447: 2
Item 12448: 5
Item 12449: 8
Item 12450: 1
Item 12451: 2
Item 12452: 13
Item 12453: 8
Item 12454: 1
Item 12455: 1
Item 12456: 1
Item 12457: 2
Item 12458: 1
Item 12459: 9
Item 12460: 1
Item 12461: 2
Item 12462: 1
Item 12463: 9
Item 12464: 2
Item 12465: 3
Item 12466: 3
Item 12467: 19
Item 12468: 1
Item 12469: 4
Item 12470: 29
Item 12471: 9
Item 12472: 1
Item 12473: 2
Item 12474: 268
Item 12475: 6
Item 12476: 3
Item 12477: 6
Item 12478: 7
Item 12479: 12
Item 12480: 2
Item 12481: 1
Item 12482: 2
Item 12483: 2
Item 12484: 2
Item 12485: 7
Item 12486: 12
Item 12487: 2
Item 12488: 10
Item 12489: 14
Item 12490: 2
Item 12491: 7
Item 12492: 170
Item 12493: 5
Item 12494: 7
Item 12495: 12
Item 12496: 4
Item 12497: 1
Item 12498: 1
Item 12499: 1
Item 12500: 1
Item 12501: 2
Item 12502: 4
Item 12503: 19
Item 12504: 141
Item 12505: 10
Item 12506: 1
Item 12507: 2
Item 12508: 22
Item 12509: 138
Item 12510: 30
Item 12511: 4
Item 12512: 8
Item 12513: 61
Item 12514: 6
Item 12515: 7
Item 12516: 46
Item 12517: 6
Item 12518: 42
Item 12519: 1
Item 12520: 2
Item 12521: 6
Item 12522: 7
Item 12523: 13
Item 12524: 2
Item 12525: 7
Item 12526: 8
Item 12527: 5
Item 12528: 1
Item 12529: 10
Item 12530: 26
Item 12531: 1
Item 12532: 5
Item 12533: 2
Item 12534: 1
Item 12535: 2
Item 12536: 5
Item 12537: 4
Item 12538: 7
Item 12539: 2
Item 12540: 2
Item 12541: 6
Item 12542: 24
Item 12543: 13
Item 12544: 8
Item 12545: 12
Item 12546: 8
Item 12547: 3
Item 12548: 41
Item 12549: 3
Item 12550: 1
Item 12551: 2
Item 12552: 9
Item 12553: 5
Item 12554: 13
Item 12555: 5
Item 12556: 1
Item 12557: 2
Item 12558: 4
Item 12559: 6
Item 12560: 2
Item 12561: 2
Item 12562: 2
Item 12563: 1
Item 12564: 1
Item 12565: 6
Item 12566: 25
Item 12567: 36
Item 12568: 32
Item 12569: 22
Item 12570: 27
Item 12571: 2
Item 12572: 4
Item 12573: 23
Item 12574: 5
Item 12575: 5
Item 12576: 7
Item 12577: 3
Item 12578: 15
Item 12579: 22
Item 12580: 3
Item 12581: 4
Item 12582: 3
Item 12583: 7
Item 12584: 2
Item 12585: 1
Item 12586: 35
Item 12587: 34
Item 12588: 9
Item 12589: 13
Item 12590: 10
Item 12591: 10
Item 12592: 2
Item 12593: 4
Item 12594: 2
Item 12595: 16
Item 12596: 1
Item 12597: 1
Item 12598: 1
Item 12599: 1
Item 12600: 6
Item 12601: 6
Item 12602: 4
Item 12603: 2
Item 12604: 3
Item 12605: 42
Item 12606: 8
Item 12607: 1
Item 12608: 59
Item 12609: 3
Item 12610: 8
Item 12611: 2
Item 12612: 6
Item 12613: 4
Item 12614: 5
Item 12615: 3
Item 12616: 6
Item 12617: 33
Item 12618: 1
Item 12619: 3
Item 12620: 15
Item 12621: 13
Item 12622: 45
Item 12623: 1
Item 12624: 12
Item 12625: 9
Item 12626: 1
Item 12627: 1
Item 12628: 2
Item 12629: 2
Item 12630: 5
Item 12631: 27
Item 12632: 2
Item 12633: 8
Item 12634: 24
Item 12635: 10
Item 12636: 3
Item 12637: 18
Item 12638: 1
Item 12639: 37
Item 12640: 1
Item 12641: 8
Item 12642: 6
Item 12643: 1
Item 12644: 7
Item 12645: 1
Item 12646: 1
Item 12647: 5
Item 12648: 14
Item 12649: 4
Item 12650: 2
Item 12651: 8
Item 12652: 1
Item 12653: 10
Item 12654: 1
Item 12655: 15
Item 12656: 26
Item 12657: 1
Item 12658: 67
Item 12659: 3
Item 12660: 3
Item 12661: 1
Item 12662: 3
Item 12663: 1
Item 12664: 1
Item 12665: 1
Item 12666: 1
Item 12667: 24
Item 12668: 3
Item 12669: 3
Item 12670: 1
Item 12671: 10
Item 12672: 55
Item 12673: 15
Item 12674: 2
Item 12675: 3
Item 12676: 2
Item 12677: 7
Item 12678: 235
Item 12679: 1
Item 12680: 1
Item 12681: 3
Item 12682: 2
Item 12683: 1
Item 12684: 3
Item 12685: 1
Item 12686: 30
Item 12687: 2
Item 12688: 1
Item 12689: 1
Item 12690: 6
Item 12691: 1
Item 12692: 9
Item 12693: 3
Item 12694: 141
Item 12695: 1
Item 12696: 1
Item 12697: 3
Item 12698: 6
Item 12699: 10
Item 12700: 4
Item 12701: 1
Item 12702: 1
Item 12703: 2
Item 12704: 11
Item 12705: 1
Item 12706: 5
Item 12707: 4
Item 12708: 1
Item 12709: 1
Item 12710: 3
Item 12711: 3
Item 12712: 1
Item 12713: 2
Item 12714: 27
Item 12715: 12
Item 12716: 42
Item 12717: 4
Item 12718: 3
Item 12719: 28
Item 12720: 13
Item 12721: 4
Item 12722: 32
Item 12723: 1
Item 12724: 1
Item 12725: 2
Item 12726: 6
Item 12727: 5
Item 12728: 33
Item 12729: 1
Item 12730: 9
Item 12731: 3
Item 12732: 1
Item 12733: 21
Item 12734: 4
Item 12735: 4
Item 12736: 6
Item 12737: 24
Item 12738: 3
Item 12739: 5
Item 12740: 1
Item 12741: 1
Item 12742: 4
Item 12743: 1
Item 12744: 2
Item 12745: 8
Item 12746: 3
Item 12747: 6
Item 12748: 4
Item 12749: 2
Item 12750: 2
Item 12751: 1
Item 12752: 29
Item 12753: 1
Item 12754: 2
Item 12755: 3
Item 12756: 1
Item 12757: 2
Item 12758: 22
Item 12759: 5
Item 12760: 1
Item 12761: 2
Item 12762: 4
Item 12763: 2
Item 12764: 18
Item 12765: 2
Item 12766: 6
Item 12767: 5
Item 12768: 1
Item 12769: 28
Item 12770: 3
Item 12771: 3
Item 12772: 2
Item 12773: 3
Item 12774: 72
Item 12775: 1
Item 12776: 33
Item 12777: 2
Item 12778: 1
Item 12779: 7
Item 12780: 10
Item 12781: 2
Item 12782: 3
Item 12783: 2
Item 12784: 1
Item 12785: 3
Item 12786: 1
Item 12787: 5
Item 12788: 1
Item 12789: 1
Item 12790: 1
Item 12791: 1
Item 12792: 6
Item 12793: 3
Item 12794: 1
Item 12795: 34
Item 12796: 35
Item 12797: 5
Item 12798: 1
Item 12799: 1
Item 12800: 1
Item 12801: 1
Item 12802: 5
Item 12803: 3
Item 12804: 1
Item 12805: 3
Item 12806: 1
Item 12807: 1
Item 12808: 3
Item 12809: 1
Item 12810: 4
Item 12811: 1
Item 12812: 1
Item 12813: 2
Item 12814: 15
Item 12815: 3
Item 12816: 1
Item 12817: 1
Item 12818: 4
Item 12819: 1
Item 12820: 20
Item 12821: 6
Item 12822: 2
Item 12823: 2
Item 12824: 4
Item 12825: 1
Item 12826: 10
Item 12827: 3
Item 12828: 1
Item 12829: 6
Item 12830: 2
Item 12831: 1
Item 12832: 20
Item 12833: 1
Item 12834: 7
Item 12835: 6
Item 12836: 1
Item 12837: 4
Item 12838: 5
Item 12839: 1
Item 12840: 1
Item 12841: 4
Item 12842: 28
Item 12843: 80
Item 12844: 1
Item 12845: 2
Item 12846: 1
Item 12847: 5
Item 12848: 32
Item 12849: 3
Item 12850: 3
Item 12851: 1
Item 12852: 6
Item 12853: 2
Item 12854: 5
Item 12855: 29
Item 12856: 45
Item 12857: 1
Item 12858: 2
Item 12859: 89
Item 12860: 1
Item 12861: 2
Item 12862: 1
Item 12863: 22
Item 12864: 3
Item 12865: 2
Item 12866: 20
Item 12867: 2
Item 12868: 1
Item 12869: 2
Item 12870: 31
Item 12871: 1
Item 12872: 1
Item 12873: 1
Item 12874: 64
Item 12875: 11
Item 12876: 3
Item 12877: 4
Item 12878: 1
Item 12879: 1
Item 12880: 1
Item 12881: 3
Item 12882: 16
Item 12883: 21
Item 12884: 8
Item 12885: 1
Item 12886: 2
Item 12887: 1
Item 12888: 24
Item 12889: 2
Item 12890: 30
Item 12891: 4
Item 12892: 1
Item 12893: 2
Item 12894: 3
Item 12895: 1
Item 12896: 2
Item 12897: 2
Item 12898: 4
Item 12899: 1
Item 12900: 1
Item 12901: 1
Item 12902: 2
Item 12903: 1
Item 12904: 2
Item 12905: 2
Item 12906: 3
Item 12907: 38
Item 12908: 2
Item 12909: 2
Item 12910: 86
Item 12911: 17
Item 12912: 1
Item 12913: 1
Item 12914: 2
Item 12915: 1
Item 12916: 6
Item 12917: 1
Item 12918: 1
Item 12919: 42
Item 12920: 26
Item 12921: 41
Item 12922: 166
Item 12923: 1
Item 12924: 106
Item 12925: 9
Item 12926: 1467
Item 12927: 1
Item 12928: 6
Item 12929: 17
Item 12930: 742
Item 12931: 30
Item 12932: 11
Item 12933: 110
Item 12934: 342
Item 12935: 6
Item 12936: 390
Item 12937: 21
Item 12938: 10
Item 12939: 101
Item 12940: 28
Item 12941: 5
Item 12942: 3
Item 12943: 6
Item 12944: 417
Item 12945: 10
Item 12946: 52
Item 12947: 535
Item 12948: 4
Item 12949: 20
Item 12950: 29
Item 12951: 12
Item 12952: 403
Item 12953: 159
Item 12954: 3
Item 12955: 45
Item 12956: 27
Item 12957: 12
Item 12958: 28
Item 12959: 29
Item 12960: 476
Item 12961: 27
Item 12962: 52
Item 12963: 40
Item 12964: 79
Item 12965: 59
Item 12966: 20
Item 12967: 10
Item 12968: 35
Item 12969: 17
Item 12970: 19
Item 12971: 21
Item 12972: 23
Item 12973: 2
Item 12974: 145
Item 12975: 2
Item 12976: 8
Item 12977: 4
Item 12978: 14
Item 12979: 7
Item 12980: 41
Item 12981: 88
Item 12982: 303
Item 12983: 325
Item 12984: 76
Item 12985: 117
Item 12986: 27
Item 12987: 30
Item 12988: 12
Item 12989: 3
Item 12990: 1
Item 12991: 13
Item 12992: 42
Item 12993: 5
Item 12994: 5
Item 12995: 26
Item 12996: 12
Item 12997: 165
Item 12998: 45
Item 12999: 10
Item 13000: 54
Item 13001: 1
Item 13002: 10
Item 13003: 53
Item 13004: 1
Item 13005: 20
Item 13006: 11
Item 13007: 9
Item 13008: 34
Item 13009: 79
Item 13010: 5
Item 13011: 12
Item 13012: 12
Item 13013: 11
Item 13014: 19
Item 13015: 3
Item 13016: 41
Item 13017: 25
Item 13018: 129
Item 13019: 9
Item 13020: 38
Item 13021: 2
Item 13022: 38
Item 13023: 56
Item 13024: 30
Item 13025: 65
Item 13026: 4
Item 13027: 7
Item 13028: 14
Item 13029: 57
Item 13030: 11
Item 13031: 4
Item 13032: 11
Item 13033: 324
Item 13034: 31
Item 13035: 39
Item 13036: 75
Item 13037: 8
Item 13038: 1
Item 13039: 2
Item 13040: 11
Item 13041: 8
Item 13042: 1051
Item 13043: 3
Item 13044: 220
Item 13045: 2
Item 13046: 24
Item 13047: 7
Item 13048: 44
Item 13049: 74
Item 13050: 186
Item 13051: 6
Item 13052: 45
Item 13053: 109
Item 13054: 6
Item 13055: 61
Item 13056: 33
Item 13057: 192
Item 13058: 12
Item 13059: 10
Item 13060: 34
Item 13061: 203
Item 13062: 74
Item 13063: 107
Item 13064: 7
Item 13065: 16
Item 13066: 13
Item 13067: 6
Item 13068: 21
Item 13069: 93
Item 13070: 22
Item 13071: 7
Item 13072: 2
Item 13073: 15
Item 13074: 6
Item 13075: 72
Item 13076: 26
Item 13077: 2
Item 13078: 18
Item 13079: 7
Item 13080: 82
Item 13081: 21
Item 13082: 2
Item 13083: 20
Item 13084: 18
Item 13085: 7
Item 13086: 2
Item 13087: 30
Item 13088: 10
Item 13089: 78
Item 13090: 151
Item 13091: 7
Item 13092: 1
Item 13093: 25
Item 13094: 3
Item 13095: 27
Item 13096: 18
Item 13097: 2
Item 13098: 3
Item 13099: 2
Item 13100: 8
Item 13101: 3
Item 13102: 3
Item 13103: 2
Item 13104: 20
Item 13105: 2
Item 13106: 25
Item 13107: 60
Item 13108: 27
Item 13109: 44
Item 13110: 107
Item 13111: 6
Item 13112: 2
Item 13113: 72
Item 13114: 36
Item 13115: 3
Item 13116: 20
Item 13117: 5
Item 13118: 14
Item 13119: 7
Item 13120: 6
Item 13121: 34
Item 13122: 6
Item 13123: 121
Item 13124: 7
Item 13125: 14
Item 13126: 26
Item 13127: 9
Item 13128: 8
Item 13129: 24
Item 13130: 7
Item 13131: 5
Item 13132: 36
Item 13133: 57
Item 13134: 8
Item 13135: 2
Item 13136: 31
Item 13137: 10
Item 13138: 14
Item 13139: 2
Item 13140: 35
Item 13141: 5
Item 13142: 102
Item 13143: 14
Item 13144: 18
Item 13145: 5
Item 13146: 57
Item 13147: 48
Item 13148: 1
Item 13149: 21
Item 13150: 24
Item 13151: 25
Item 13152: 12
Item 13153: 39
Item 13154: 58
Item 13155: 9
Item 13156: 21
Item 13157: 17
Item 13158: 7
Item 13159: 2
Item 13160: 3
Item 13161: 54
Item 13162: 4
Item 13163: 5
Item 13164: 8
Item 13165: 12
Item 13166: 26
Item 13167: 16
Item 13168: 7
Item 13169: 1
Item 13170: 4
Item 13171: 24
Item 13172: 2
Item 13173: 1
Item 13174: 5
Item 13175: 325
Item 13176: 13
Item 13177: 9
Item 13178: 4
Item 13179: 26
Item 13180: 7
Item 13181: 3
Item 13182: 3
Item 13183: 230
Item 13184: 4
Item 13185: 83
Item 13186: 3
Item 13187: 65
Item 13188: 3
Item 13189: 59
Item 13190: 438
Item 13191: 106
Item 13192: 6
Item 13193: 43
Item 13194: 6
Item 13195: 14
Item 13196: 4
Item 13197: 7
Item 13198: 62
Item 13199: 5
Item 13200: 1
Item 13201: 36
Item 13202: 6
Item 13203: 3
Item 13204: 115
Item 13205: 3
Item 13206: 6
Item 13207: 11
Item 13208: 4
Item 13209: 11
Item 13210: 13
Item 13211: 59
Item 13212: 1
Item 13213: 24
Item 13214: 3
Item 13215: 9
Item 13216: 3
Item 13217: 5
Item 13218: 7
Item 13219: 1
Item 13220: 4
Item 13221: 25
Item 13222: 4
Item 13223: 57
Item 13224: 9
Item 13225: 4
Item 13226: 14
Item 13227: 14
Item 13228: 27
Item 13229: 12
Item 13230: 3
Item 13231: 11
Item 13232: 6
Item 13233: 8
Item 13234: 1
Item 13235: 15
Item 13236: 21
Item 13237: 9
Item 13238: 13
Item 13239: 36
Item 13240: 5
Item 13241: 2
Item 13242: 31
Item 13243: 25
Item 13244: 2
Item 13245: 13
Item 13246: 2
Item 13247: 11
Item 13248: 3
Item 13249: 7
Item 13250: 2
Item 13251: 12
Item 13252: 1
Item 13253: 3
Item 13254: 5
Item 13255: 6
Item 13256: 90
Item 13257: 3
Item 13258: 5
Item 13259: 46
Item 13260: 15
Item 13261: 20
Item 13262: 6
Item 13263: 4
Item 13264: 15
Item 13265: 8
Item 13266: 5
Item 13267: 22
Item 13268: 38
Item 13269: 3
Item 13270: 9
Item 13271: 25
Item 13272: 14
Item 13273: 2
Item 13274: 5
Item 13275: 4
Item 13276: 25
Item 13277: 2
Item 13278: 56
Item 13279: 6
Item 13280: 3
Item 13281: 3
Item 13282: 7
Item 13283: 1
Item 13284: 19
Item 13285: 1
Item 13286: 13
Item 13287: 2
Item 13288: 1
Item 13289: 22
Item 13290: 26
Item 13291: 1
Item 13292: 43
Item 13293: 3
Item 13294: 15
Item 13295: 3
Item 13296: 1
Item 13297: 10
Item 13298: 2
Item 13299: 3
Item 13300: 14
Item 13301: 136
Item 13302: 6
Item 13303: 48
Item 13304: 31
Item 13305: 10
Item 13306: 2
Item 13307: 11
Item 13308: 21
Item 13309: 2
Item 13310: 13
Item 13311: 1
Item 13312: 1
Item 13313: 4
Item 13314: 64
Item 13315: 26
Item 13316: 18
Item 13317: 9
Item 13318: 7
Item 13319: 155
Item 13320: 1
Item 13321: 13
Item 13322: 4
Item 13323: 25
Item 13324: 7
Item 13325: 3
Item 13326: 2
Item 13327: 4
Item 13328: 14
Item 13329: 101
Item 13330: 9
Item 13331: 8
Item 13332: 9
Item 13333: 2
Item 13334: 4
Item 13335: 330
Item 13336: 49
Item 13337: 6
Item 13338: 13
Item 13339: 1
Item 13340: 5
Item 13341: 2
Item 13342: 44
Item 13343: 1
Item 13344: 1
Item 13345: 18
Item 13346: 8
Item 13347: 2
Item 13348: 16
Item 13349: 3
Item 13350: 1
Item 13351: 5
Item 13352: 1
Item 13353: 1
Item 13354: 3
Item 13355: 1
Item 13356: 12
Item 13357: 5
Item 13358: 8
Item 13359: 10
Item 13360: 12
Item 13361: 15
Item 13362: 2
Item 13363: 3
Item 13364: 1
Item 13365: 2
Item 13366: 9
Item 13367: 37
Item 13368: 1
Item 13369: 13
Item 13370: 19
Item 13371: 3
Item 13372: 1
Item 13373: 30
Item 13374: 16
Item 13375: 1
Item 13376: 63
Item 13377: 6
Item 13378: 9
Item 13379: 4
Item 13380: 4
Item 13381: 8
Item 13382: 2
Item 13383: 15
Item 13384: 37
Item 13385: 3
Item 13386: 6
Item 13387: 5
Item 13388: 2
Item 13389: 4
Item 13390: 5
Item 13391: 9
Item 13392: 8
Item 13393: 2
Item 13394: 7
Item 13395: 2
Item 13396: 9
Item 13397: 7
Item 13398: 4
Item 13399: 9
Item 13400: 1
Item 13401: 3
Item 13402: 3
Item 13403: 2
Item 13404: 3
Item 13405: 15
Item 13406: 8
Item 13407: 10
Item 13408: 1
Item 13409: 13
Item 13410: 3
Item 13411: 1
Item 13412: 8
Item 13413: 1
Item 13414: 108
Item 13415: 16
Item 13416: 14
Item 13417: 1
Item 13418: 9
Item 13419: 2
Item 13420: 1
Item 13421: 36
Item 13422: 5
Item 13423: 36
Item 13424: 53
Item 13425: 7
Item 13426: 3
Item 13427: 4
Item 13428: 49
Item 13429: 3
Item 13430: 19
Item 13431: 12
Item 13432: 2
Item 13433: 18
Item 13434: 3
Item 13435: 4
Item 13436: 3
Item 13437: 1
Item 13438: 82
Item 13439: 1
Item 13440: 2
Item 13441: 2
Item 13442: 18
Item 13443: 12
Item 13444: 396
Item 13445: 7
Item 13446: 8
Item 13447: 28
Item 13448: 1
Item 13449: 8
Item 13450: 1
Item 13451: 1
Item 13452: 4
Item 13453: 3
Item 13454: 4
Item 13455: 31
Item 13456: 8
Item 13457: 5
Item 13458: 4
Item 13459: 12
Item 13460: 38
Item 13461: 1
Item 13462: 26
Item 13463: 49
Item 13464: 3
Item 13465: 135
Item 13466: 5
Item 13467: 25
Item 13468: 1
Item 13469: 2
Item 13470: 13
Item 13471: 1
Item 13472: 2
Item 13473: 9
Item 13474: 2
Item 13475: 5
Item 13476: 2
Item 13477: 7
Item 13478: 7
Item 13479: 4
Item 13480: 1
Item 13481: 1
Item 13482: 3
Item 13483: 15
Item 13484: 12
Item 13485: 3
Item 13486: 19
Item 13487: 2
Item 13488: 1
Item 13489: 2
Item 13490: 29
Item 13491: 5
Item 13492: 12
Item 13493: 4
Item 13494: 4
Item 13495: 22
Item 13496: 3
Item 13497: 1
Item 13498: 2
Item 13499: 19
Item 13500: 9
Item 13501: 2
Item 13502: 2
Item 13503: 1
Item 13504: 2
Item 13505: 10
Item 13506: 16
Item 13507: 27
Item 13508: 12
Item 13509: 13
Item 13510: 4
Item 13511: 17
Item 13512: 2
Item 13513: 4
Item 13514: 20
Item 13515: 14
Item 13516: 7
Item 13517: 8
Item 13518: 6
Item 13519: 21
Item 13520: 1
Item 13521: 11
Item 13522: 12
Item 13523: 1
Item 13524: 2
Item 13525: 122
Item 13526: 6
Item 13527: 3
Item 13528: 2
Item 13529: 1
Item 13530: 2
Item 13531: 47
Item 13532: 5
Item 13533: 2
Item 13534: 59
Item 13535: 36
Item 13536: 2
Item 13537: 52
Item 13538: 4
Item 13539: 3
Item 13540: 6
Item 13541: 10
Item 13542: 10
Item 13543: 2
Item 13544: 73
Item 13545: 11
Item 13546: 4
Item 13547: 1
Item 13548: 2
Item 13549: 3
Item 13550: 4
Item 13551: 27
Item 13552: 11
Item 13553: 50
Item 13554: 2
Item 13555: 10
Item 13556: 6
Item 13557: 181
Item 13558: 45
Item 13559: 4
Item 13560: 12
Item 13561: 16
Item 13562: 1
Item 13563: 4
Item 13564: 13
Item 13565: 1
Item 13566: 36
Item 13567: 4
Item 13568: 44
Item 13569: 3
Item 13570: 2
Item 13571: 4
Item 13572: 30
Item 13573: 6
Item 13574: 7
Item 13575: 8
Item 13576: 23
Item 13577: 5
Item 13578: 8
Item 13579: 15
Item 13580: 17
Item 13581: 4
Item 13582: 48
Item 13583: 11
Item 13584: 23
Item 13585: 5
Item 13586: 4
Item 13587: 12
Item 13588: 14
Item 13589: 21
Item 13590: 4
Item 13591: 13
Item 13592: 4
Item 13593: 1
Item 13594: 4
Item 13595: 7
Item 13596: 9
Item 13597: 5
Item 13598: 19
Item 13599: 30
Item 13600: 9
Item 13601: 9
Item 13602: 58
Item 13603: 50
Item 13604: 70
Item 13605: 20
Item 13606: 6
Item 13607: 7
Item 13608: 25
Item 13609: 67
Item 13610: 11
Item 13611: 41
Item 13612: 5
Item 13613: 2
Item 13614: 32
Item 13615: 3
Item 13616: 74
Item 13617: 68
Item 13618: 1
Item 13619: 4
Item 13620: 8
Item 13621: 14
Item 13622: 12
Item 13623: 49
Item 13624: 7
Item 13625: 5
Item 13626: 6
Item 13627: 24
Item 13628: 2
Item 13629: 4
Item 13630: 9
Item 13631: 1
Item 13632: 1
Item 13633: 3
Item 13634: 1
Item 13635: 1
Item 13636: 4
Item 13637: 1
Item 13638: 13
Item 13639: 2
Item 13640: 7
Item 13641: 3
Item 13642: 2
Item 13643: 1
Item 13644: 5
Item 13645: 5
Item 13646: 1
Item 13647: 5
Item 13648: 11
Item 13649: 7
Item 13650: 10
Item 13651: 2
Item 13652: 1
Item 13653: 10
Item 13654: 4
Item 13655: 6
Item 13656: 1
Item 13657: 2
Item 13658: 2
Item 13659: 2
Item 13660: 5
Item 13661: 1
Item 13662: 4
Item 13663: 89
Item 13664: 9
Item 13665: 1
Item 13666: 2
Item 13667: 3
Item 13668: 4
Item 13669: 4
Item 13670: 17
Item 13671: 21
Item 13672: 2
Item 13673: 1
Item 13674: 5
Item 13675: 4
Item 13676: 1
Item 13677: 5
Item 13678: 1
Item 13679: 2
Item 13680: 9
Item 13681: 24
Item 13682: 5
Item 13683: 5
Item 13684: 24
Item 13685: 5
Item 13686: 3
Item 13687: 9
Item 13688: 6
Item 13689: 23
Item 13690: 2
Item 13691: 14
Item 13692: 2
Item 13693: 2
Item 13694: 3
Item 13695: 11
Item 13696: 18
Item 13697: 2
Item 13698: 1
Item 13699: 5
Item 13700: 5
Item 13701: 18
Item 13702: 9
Item 13703: 12
Item 13704: 4
Item 13705: 2
Item 13706: 3
Item 13707: 14
Item 13708: 1
Item 13709: 11
Item 13710: 40
Item 13711: 2
Item 13712: 7
Item 13713: 1
Item 13714: 2
Item 13715: 13
Item 13716: 2
Item 13717: 8
Item 13718: 3
Item 13719: 2
Item 13720: 3
Item 13721: 1
Item 13722: 11
Item 13723: 8
Item 13724: 1
Item 13725: 4
Item 13726: 4
Item 13727: 5
Item 13728: 8
Item 13729: 4
Item 13730: 8
Item 13731: 9
Item 13732: 2
Item 13733: 1
Item 13734: 5
Item 13735: 45
Item 13736: 7
Item 13737: 21
Item 13738: 4
Item 13739: 23
Item 13740: 17
Item 13741: 4
Item 13742: 5
Item 13743: 7
Item 13744: 18
Item 13745: 23
Item 13746: 11
Item 13747: 7
Item 13748: 14
Item 13749: 27
Item 13750: 2
Item 13751: 10
Item 13752: 35
Item 13753: 20
Item 13754: 33
Item 13755: 9
Item 13756: 3
Item 13757: 15
Item 13758: 8
Item 13759: 4
Item 13760: 12
Item 13761: 12
Item 13762: 6
Item 13763: 3
Item 13764: 1
Item 13765: 15
Item 13766: 2
Item 13767: 2
Item 13768: 4
Item 13769: 6
Item 13770: 14
Item 13771: 9
Item 13772: 3
Item 13773: 4
Item 13774: 3
Item 13775: 5
Item 13776: 5
Item 13777: 10
Item 13778: 12
Item 13779: 12
Item 13780: 4
Item 13781: 22
Item 13782: 4
Item 13783: 4
Item 13784: 4
